entry_id,posting_date,entity,department,account_category,description,vendor_counterparty,amount_usd,payment_terms_days,reconciliation_status
GL-12910,2026-01-22,Group HQ (US),General & Admin,Sales & Marketing,Global SaaS Summit Booth,HubSpot Marketing,7224.63,30,RECONCILED
GL-12911,2026-07-13,EMEA Logistics Ltd,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,24450.73,30,RECONCILED
GL-12912,2026-01-02,EMEA Logistics Ltd,Customer Support,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,14838.2,30,RECONCILED
GL-12913,2026-10-02,Enterprise Cloud BV,Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,8120.73,30,RECONCILED
GL-12914,2026-12-04,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,9524.53,60,RECONCILED
GL-12915,2026-01-07,Sub-Sahara Telco PLC,Customer Support,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,6139.24,60,RECONCILED
GL-12916,2026-06-02,Group HQ (US),Engineering & R&D,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,12678.35,30,RECONCILED
GL-12917,2026-02-22,Group HQ (US),Sales & Marketing,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,3880.51,45,PENDING_AUDIT
GL-12918,2026-03-26,Enterprise Cloud BV,Engineering & R&D,Sales & Marketing,LinkedIn B2B Lead Generation,HubSpot Marketing,1941.26,60,PENDING_AUDIT
GL-12919,2026-07-04,EMEA Logistics Ltd,Data Infrastructure,General & Admin,Software Subscriptions (Slack/GitHub),Salesforce Inc,1500.8,30,RECONCILED
GL-12920,2026-10-04,Group HQ (US),Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,58544.18,60,PENDING_AUDIT
GL-12921,2026-05-05,Sub-Sahara Telco PLC,Engineering & R&D,Payroll & Benefits,Engineering Salaries,ADP TotalSource,17193.1,45,RECONCILED
GL-12922,2026-10-12,EMEA Logistics Ltd,Customer Support,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,18765.07,30,RECONCILED
GL-12923,2026-09-19,Enterprise Cloud BV,Engineering & R&D,Direct COGS,Stripe Payment Processing,Cloudflare CDN,8356.31,60,RECONCILED
GL-12924,2026-01-13,Enterprise Cloud BV,Customer Support,Payroll & Benefits,Engineering Salaries,Gusto Payroll,7619.49,60,RECONCILED
GL-12925,2026-08-16,Sub-Sahara Telco PLC,Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,3209.3,45,RECONCILED
GL-12926,2026-06-26,EMEA Logistics Ltd,General & Admin,Payroll & Benefits,Executive Compensation,ADP TotalSource,24528.82,45,RECONCILED
GL-12927,2026-01-01,EMEA Logistics Ltd,Data Infrastructure,General & Admin,Software Subscriptions (Slack/GitHub),WeWork Management,1847.89,45,PENDING_AUDIT
GL-12928,2026-09-24,EMEA Logistics Ltd,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,2636.79,45,RECONCILED
GL-12929,2026-04-30,EMEA Logistics Ltd,General & Admin,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,6707.21,30,RECONCILED
GL-12930,2026-02-17,Enterprise Cloud BV,Customer Support,Payroll & Benefits,Engineering Salaries,Remote.com Global,13259.08,60,RECONCILED
GL-12931,2026-07-03,Enterprise Cloud BV,Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,11175.83,60,RECONCILED
GL-12932,2026-11-24,EMEA Logistics Ltd,General & Admin,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,75177.69,30,RECONCILED
GL-12933,2026-01-05,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,6417.45,45,RECONCILED
GL-12934,2026-01-17,Sub-Sahara Telco PLC,Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,2726.43,45,RECONCILED
GL-12935,2026-07-23,Group HQ (US),General & Admin,Direct COGS,Stripe Payment Processing,Cloudflare CDN,2969.77,60,PENDING_AUDIT
GL-12936,2026-07-16,Enterprise Cloud BV,Customer Support,Payroll & Benefits,Executive Compensation,ADP TotalSource,15729.49,30,RECONCILED
GL-12937,2026-02-01,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,17702.27,45,RECONCILED
GL-12938,2026-04-24,Group HQ (US),General & Admin,Payroll & Benefits,Engineering Salaries,Mercer Benefits,9103.14,45,RECONCILED
GL-12939,2026-03-13,EMEA Logistics Ltd,Customer Support,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,16065.55,30,RECONCILED
GL-12940,2026-03-22,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,12940.24,30,PENDING_AUDIT
GL-12941,2026-07-03,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,Fintech Payment Partner,57288.65,45,RECONCILED
GL-12942,2026-01-03,EMEA Logistics Ltd,Sales & Marketing,General & Admin,Audit & Corporate Legal Retainers,WeWork Management,11711.76,30,RECONCILED
GL-12943,2026-10-28,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,5189.75,30,RECONCILED
GL-12944,2026-02-18,Group HQ (US),Engineering & R&D,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,5087.35,60,RECONCILED
GL-12945,2026-11-06,EMEA Logistics Ltd,Engineering & R&D,Payroll & Benefits,Engineering Salaries,ADP TotalSource,13930.47,30,RECONCILED
GL-12946,2026-11-28,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,21437.94,45,RECONCILED
GL-12947,2026-12-13,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,13847.43,60,RECONCILED
GL-12948,2026-08-19,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,24570.15,30,RECONCILED
GL-12949,2026-07-17,EMEA Logistics Ltd,Customer Support,General & Admin,Software Subscriptions (Slack/GitHub),WeWork Management,998.21,45,RECONCILED
GL-12950,2026-05-28,Enterprise Cloud BV,Customer Support,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,20373.47,45,RECONCILED
GL-12951,2026-11-11,Group HQ (US),Engineering & R&D,Payroll & Benefits,Executive Compensation,Mercer Benefits,34291.52,60,RECONCILED
GL-12952,2026-01-30,Sub-Sahara Telco PLC,Sales & Marketing,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,4001.72,30,RECONCILED
GL-12953,2026-03-23,Group HQ (US),General & Admin,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,10338.1,60,RECONCILED
GL-12954,2026-03-21,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,13265.36,60,RECONCILED
GL-12955,2026-08-15,Group HQ (US),Customer Support,Payroll & Benefits,Executive Compensation,Mercer Benefits,16703.45,30,RECONCILED
GL-12956,2026-04-12,EMEA Logistics Ltd,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Stripe Inc,893.87,30,RECONCILED
GL-12957,2026-11-22,Sub-Sahara Telco PLC,Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,2356.28,45,RECONCILED
GL-12958,2026-11-07,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,12705.01,45,RECONCILED
GL-12959,2026-05-06,Enterprise Cloud BV,Sales & Marketing,Payroll & Benefits,Engineering Salaries,Gusto Payroll,8146.81,45,RECONCILED
GL-12960,2026-12-04,EMEA Logistics Ltd,Customer Support,Payroll & Benefits,Engineering Salaries,Mercer Benefits,15182.11,60,RECONCILED
GL-12961,2026-02-22,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,15318.36,60,RECONCILED
GL-12962,2026-06-24,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,20026.22,60,RECONCILED
GL-12963,2026-07-18,Sub-Sahara Telco PLC,Sales & Marketing,Payroll & Benefits,Executive Compensation,Remote.com Global,16231.75,45,RECONCILED
GL-12964,2026-04-23,Sub-Sahara Telco PLC,Engineering & R&D,Sales & Marketing,LinkedIn B2B Lead Generation,LinkedIn B2B Marketing,7458.57,45,PENDING_AUDIT
GL-12965,2026-04-23,Enterprise Cloud BV,Customer Support,General & Admin,Audit & Corporate Legal Retainers,Salesforce Inc,5140.15,45,RECONCILED
GL-12966,2026-07-30,Sub-Sahara Telco PLC,Data Infrastructure,Direct COGS,Stripe Payment Processing,Cloudflare CDN,2030.02,45,RECONCILED
GL-12967,2026-10-23,Sub-Sahara Telco PLC,General & Admin,Sales & Marketing,Google Search & Ads Campaign,HubSpot Marketing,4754.37,30,RECONCILED
GL-12968,2026-07-31,Enterprise Cloud BV,Data Infrastructure,Direct COGS,Stripe Payment Processing,OpenAI Inc,7412.36,30,RECONCILED
GL-12969,2026-01-28,EMEA Logistics Ltd,Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,2329.74,30,RECONCILED
GL-12970,2026-12-26,Group HQ (US),Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,10650.44,45,RECONCILED
GL-12971,2026-02-07,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,78072.4,30,RECONCILED
GL-12972,2026-04-11,Sub-Sahara Telco PLC,Customer Support,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,2077.81,45,PENDING_AUDIT
GL-12973,2026-10-18,EMEA Logistics Ltd,Sales & Marketing,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,4339.63,30,RECONCILED
GL-12974,2026-04-15,Enterprise Cloud BV,Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,7448.41,60,RECONCILED
GL-12975,2026-03-15,Enterprise Cloud BV,Sales & Marketing,Direct COGS,Third-Party LLM API Credits,Stripe Inc,4313.79,60,RECONCILED
GL-12976,2026-05-19,Sub-Sahara Telco PLC,Engineering & R&D,Payroll & Benefits,Executive Compensation,Mercer Benefits,21204.62,60,RECONCILED
GL-12977,2026-07-22,Enterprise Cloud BV,Customer Support,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,9865.27,60,RECONCILED
GL-12978,2026-01-03,Group HQ (US),Engineering & R&D,General & Admin,Office Facilities & Coworking,WeWork Management,5786.82,30,PENDING_AUDIT
GL-12979,2026-12-13,Sub-Sahara Telco PLC,Data Infrastructure,General & Admin,Office Facilities & Coworking,Salesforce Inc,5768.43,60,RECONCILED
GL-12980,2026-04-19,EMEA Logistics Ltd,Customer Support,Payroll & Benefits,Executive Compensation,ADP TotalSource,33780.92,60,RECONCILED
GL-12981,2026-12-20,EMEA Logistics Ltd,Customer Support,Payroll & Benefits,Contract Data Engineers,ADP TotalSource,8729.84,45,RECONCILED
GL-12982,2026-06-21,Sub-Sahara Telco PLC,Data Infrastructure,General & Admin,Audit & Corporate Legal Retainers,Slack Technologies,3330.81,60,FLAGGED_VARIANCE
GL-12983,2026-08-03,Sub-Sahara Telco PLC,Data Infrastructure,Payroll & Benefits,Engineering Salaries,ADP TotalSource,16471.5,30,RECONCILED
GL-12984,2026-07-09,Group HQ (US),Data Infrastructure,General & Admin,Audit & Corporate Legal Retainers,WeWork Management,10248.7,30,RECONCILED
GL-12985,2026-06-19,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,52862.54,30,RECONCILED
GL-12986,2026-09-26,Group HQ (US),General & Admin,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,8841.52,45,RECONCILED
GL-12987,2026-06-28,EMEA Logistics Ltd,Customer Support,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,5528.75,45,RECONCILED
GL-12988,2026-11-21,Group HQ (US),General & Admin,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,5482.06,45,RECONCILED
GL-12989,2026-01-26,Enterprise Cloud BV,Engineering & R&D,Payroll & Benefits,Engineering Salaries,ADP TotalSource,17105.01,60,PENDING_AUDIT
GL-12990,2026-07-15,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,17526.42,60,RECONCILED
GL-12991,2026-08-25,Group HQ (US),Customer Support,Sales & Marketing,Global SaaS Summit Booth,LinkedIn B2B Marketing,14674.66,30,RECONCILED
GL-12992,2026-02-24,Sub-Sahara Telco PLC,Data Infrastructure,General & Admin,Audit & Corporate Legal Retainers,Slack Technologies,11777.66,30,RECONCILED
GL-12993,2026-10-20,EMEA Logistics Ltd,Customer Support,Direct COGS,Third-Party LLM API Credits,Stripe Inc,4151.98,30,RECONCILED
GL-12994,2026-09-01,Group HQ (US),General & Admin,Sales & Marketing,LinkedIn B2B Lead Generation,LinkedIn B2B Marketing,3562.02,45,RECONCILED
GL-12995,2026-10-04,Group HQ (US),Data Infrastructure,Direct COGS,Stripe Payment Processing,Cloudflare CDN,6233.04,60,RECONCILED
GL-12996,2026-07-06,Enterprise Cloud BV,Sales & Marketing,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,5617.16,45,RECONCILED
GL-12997,2026-03-14,Group HQ (US),Customer Support,General & Admin,Software Subscriptions (Slack/GitHub),Salesforce Inc,1103.82,30,RECONCILED
GL-12998,2026-06-19,Sub-Sahara Telco PLC,Customer Support,Direct COGS,Stripe Payment Processing,Stripe Inc,833.11,30,RECONCILED
GL-12999,2026-09-21,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,48529.29,45,RECONCILED
GL-13000,2026-10-14,Enterprise Cloud BV,General & Admin,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,4960.53,60,RECONCILED
GL-13001,2026-06-13,Enterprise Cloud BV,Data Infrastructure,Direct COGS,Stripe Payment Processing,Cloudflare CDN,1620.01,30,RECONCILED
GL-13002,2026-10-06,EMEA Logistics Ltd,Sales & Marketing,General & Admin,Office Facilities & Coworking,Slack Technologies,6164.39,45,RECONCILED
GL-13003,2026-01-05,EMEA Logistics Ltd,Sales & Marketing,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,10625.98,45,RECONCILED
GL-13004,2026-03-01,Group HQ (US),Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,63530.58,45,RECONCILED
GL-13005,2026-07-19,Enterprise Cloud BV,Engineering & R&D,Sales & Marketing,Google Search & Ads Campaign,Google Ads,5040.68,30,RECONCILED
GL-13006,2026-01-25,Enterprise Cloud BV,General & Admin,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,49220.19,60,PENDING_AUDIT
GL-13007,2026-06-28,EMEA Logistics Ltd,Customer Support,General & Admin,Office Facilities & Coworking,Slack Technologies,5836.87,60,PENDING_AUDIT
GL-13008,2026-03-03,EMEA Logistics Ltd,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,2424.27,45,RECONCILED
GL-13009,2026-08-22,EMEA Logistics Ltd,General & Admin,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,18100.38,30,RECONCILED
GL-13010,2026-05-17,Group HQ (US),Engineering & R&D,Payroll & Benefits,Executive Compensation,Gusto Payroll,15713.97,45,PENDING_AUDIT
GL-13011,2026-12-12,EMEA Logistics Ltd,General & Admin,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,82003.16,30,RECONCILED
GL-13012,2026-02-15,Group HQ (US),General & Admin,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,16466.37,45,RECONCILED
GL-13013,2026-09-02,Enterprise Cloud BV,Customer Support,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,13588.94,60,RECONCILED
GL-13014,2026-02-12,Sub-Sahara Telco PLC,Engineering & R&D,Payroll & Benefits,Engineering Salaries,ADP TotalSource,7296.29,60,RECONCILED
GL-13015,2026-03-19,EMEA Logistics Ltd,Engineering & R&D,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,11529.83,60,RECONCILED
GL-13016,2026-04-17,Sub-Sahara Telco PLC,Customer Support,General & Admin,Software Subscriptions (Slack/GitHub),Salesforce Inc,2213.39,30,RECONCILED
GL-13017,2026-05-28,Enterprise Cloud BV,General & Admin,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,2687.6,60,RECONCILED
GL-13018,2026-10-19,Group HQ (US),General & Admin,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,5917.23,45,RECONCILED
GL-13019,2026-12-14,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,23704.25,45,RECONCILED
GL-13020,2026-12-03,EMEA Logistics Ltd,Customer Support,Direct COGS,Third-Party LLM API Credits,Stripe Inc,2207.08,60,RECONCILED
GL-13021,2026-10-31,Enterprise Cloud BV,Customer Support,Payroll & Benefits,Executive Compensation,ADP TotalSource,12906.15,30,RECONCILED
GL-13022,2026-12-12,Enterprise Cloud BV,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,974.98,60,RECONCILED
GL-13023,2026-01-09,Sub-Sahara Telco PLC,Engineering & R&D,Payroll & Benefits,Contract Data Engineers,Remote.com Global,5598.53,30,RECONCILED
GL-13024,2026-02-28,EMEA Logistics Ltd,Sales & Marketing,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,10912.64,45,PENDING_AUDIT
GL-13025,2026-12-02,Enterprise Cloud BV,Customer Support,Payroll & Benefits,Engineering Salaries,ADP TotalSource,7528.21,30,RECONCILED
GL-13026,2026-01-20,Group HQ (US),Data Infrastructure,Sales & Marketing,Global SaaS Summit Booth,LinkedIn B2B Marketing,6319.33,45,RECONCILED
GL-13027,2026-01-02,Sub-Sahara Telco PLC,Data Infrastructure,General & Admin,Office Facilities & Coworking,Slack Technologies,5074.79,30,RECONCILED
GL-13028,2026-05-23,Group HQ (US),General & Admin,Direct COGS,Third-Party LLM API Credits,Stripe Inc,3937.46,30,RECONCILED
GL-13029,2026-04-28,Group HQ (US),General & Admin,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,6628.69,30,RECONCILED
GL-13030,2026-08-02,EMEA Logistics Ltd,Sales & Marketing,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,3315.15,30,RECONCILED
GL-13031,2026-03-12,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,24495.24,60,FLAGGED_VARIANCE
GL-13032,2026-08-23,Group HQ (US),General & Admin,General & Admin,Office Facilities & Coworking,WeWork Management,6474.03,30,RECONCILED
GL-13033,2026-06-28,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,17429.87,30,RECONCILED
GL-13034,2026-11-13,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,Fortune 500 Enterprise Client,23674.9,30,RECONCILED
GL-13035,2026-11-07,Enterprise Cloud BV,Customer Support,General & Admin,Software Subscriptions (Slack/GitHub),Baker McKenzie LLP,1760.04,60,RECONCILED
GL-13036,2026-09-06,EMEA Logistics Ltd,Customer Support,Payroll & Benefits,Engineering Salaries,Mercer Benefits,12005.24,30,RECONCILED
GL-13037,2026-10-05,Enterprise Cloud BV,Customer Support,General & Admin,Audit & Corporate Legal Retainers,Slack Technologies,7259.65,60,RECONCILED
GL-13038,2026-01-13,Group HQ (US),Customer Support,Sales & Marketing,Global SaaS Summit Booth,LinkedIn B2B Marketing,14197.8,45,RECONCILED
GL-13039,2026-03-23,Enterprise Cloud BV,Customer Support,Direct COGS,Stripe Payment Processing,Amazon Web Services,5188.05,60,RECONCILED
GL-13040,2026-11-26,EMEA Logistics Ltd,Engineering & R&D,General & Admin,Audit & Corporate Legal Retainers,PwC Audit Advisory,3872.61,60,RECONCILED
GL-13041,2026-10-03,Group HQ (US),Customer Support,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,25210.59,60,RECONCILED
GL-13042,2026-03-11,Sub-Sahara Telco PLC,General & Admin,Payroll & Benefits,Executive Compensation,Mercer Benefits,15502.76,45,PENDING_AUDIT
GL-13043,2026-09-11,EMEA Logistics Ltd,General & Admin,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,24090.82,60,RECONCILED
GL-13044,2026-01-16,Group HQ (US),General & Admin,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,77435.91,45,RECONCILED
GL-13045,2026-10-10,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,22016.56,45,RECONCILED
GL-13046,2026-10-01,EMEA Logistics Ltd,Engineering & R&D,Payroll & Benefits,Executive Compensation,Mercer Benefits,12905.69,60,RECONCILED
GL-13047,2026-01-23,Group HQ (US),Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,51599.71,45,RECONCILED
GL-13048,2026-09-09,Sub-Sahara Telco PLC,Customer Support,General & Admin,Software Subscriptions (Slack/GitHub),PwC Audit Advisory,1749.38,30,RECONCILED
GL-13049,2026-01-10,Group HQ (US),Engineering & R&D,Payroll & Benefits,Engineering Salaries,Remote.com Global,13786.63,30,RECONCILED
